row,repository,group,component,state,evidence,snapshot,source_paths
cafescripto,cafescripto,Faces and foundations,Proof / runtime correspondence,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d6633bafd56349917c18d26c72bb9e4531b17b58; ## main...origin/main,
cafescripto,cafescripto,Faces and foundations,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d6633bafd56349917c18d26c72bb9e4531b17b58; ## main...origin/main,.github/workflows/codeql.yml; .github/workflows/governance.yml; .github/workflows/hypatia-scan.yml
cafescripto,cafescripto,Faces and foundations,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d6633bafd56349917c18d26c72bb9e4531b17b58; ## main...origin/main,verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
cafescripto,cafescripto,Faces and foundations,Release / packaging,?,No sufficient component assessment in this audit. This is not a claim of absence.,d6633bafd56349917c18d26c72bb9e4531b17b58; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Syntax,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Semantics,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Type checker,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Ownership / effects,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,.affinescript-pin; docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc
lucidscript,lucidscript,Faces and foundations,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Lexer,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,.github/workflows/secret-scanner.yml
lucidscript,lucidscript,Faces and foundations,Parser,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Interpreter / runner,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Compiler / build,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,src/interface/build/ttc/2025081600/Abi/Foreign.ttc; src/interface/build/ttc/2025081600/Abi/Foreign.ttm; src/interface/build/ttc/2025081600/Abi/Layout.ttc
lucidscript,lucidscript,Faces and foundations,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,features/ssg/ssg-bootstrap.sh
lucidscript,lucidscript,Faces and foundations,Code generators,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; src/interface/Abi/0.3-AI-MANIFEST.a2ml
lucidscript,lucidscript,Faces and foundations,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,.machine_readable/6a2/ECOSYSTEM.a2ml
lucidscript,lucidscript,Faces and foundations,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc; src/interface/ffi/test/integration_test.zig
lucidscript,lucidscript,Faces and foundations,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,tests/fuzz/README.adoc; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
lucidscript,lucidscript,Faces and foundations,Formal model / proofs,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc; verification/proofs/agda/Properties.agda
lucidscript,lucidscript,Faces and foundations,Proof / runtime correspondence,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
lucidscript,lucidscript,Faces and foundations,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,.github/workflows/codeql.yml; .github/workflows/governance.yml; .github/workflows/hypatia-scan.yml
lucidscript,lucidscript,Faces and foundations,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
lucidscript,lucidscript,Faces and foundations,Release / packaging,?,No sufficient component assessment in this audit. This is not a claim of absence.,dbdf4ab9d7e8f4ccdde20392a789f659d4ffb4ed; ## main...origin/main,
pseudoscript,pseudoscript,Faces and foundations,Syntax,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Semantics,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Type checker,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Ownership / effects,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],.affinescript-pin; docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc
pseudoscript,pseudoscript,Faces and foundations,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Lexer,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],.github/workflows/secret-scanner.yml
pseudoscript,pseudoscript,Faces and foundations,Parser,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Interpreter / runner,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Compiler / build,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],src/interface/build/ttc/2025081600/Abi/Foreign.ttc; src/interface/build/ttc/2025081600/Abi/Foreign.ttm; src/interface/build/ttc/2025081600/Abi/Layout.ttc
pseudoscript,pseudoscript,Faces and foundations,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],features/ssg/ssg-bootstrap.sh
pseudoscript,pseudoscript,Faces and foundations,Code generators,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; src/interface/Abi/0.3-AI-MANIFEST.a2ml
pseudoscript,pseudoscript,Faces and foundations,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],.machine_readable/6a2/ECOSYSTEM.a2ml
pseudoscript,pseudoscript,Faces and foundations,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc; src/interface/ffi/test/integration_test.zig
pseudoscript,pseudoscript,Faces and foundations,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],tests/fuzz/README.adoc; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
pseudoscript,pseudoscript,Faces and foundations,Formal model / proofs,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc; verification/proofs/agda/Properties.agda
pseudoscript,pseudoscript,Faces and foundations,Proof / runtime correspondence,R,Canonical AffineScript v2 is the semantic reference; this face does not inherit v1 refinement features or a separately checked compiler proof.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
pseudoscript,pseudoscript,Faces and foundations,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],.github/workflows/codeql.yml; .github/workflows/governance.yml; .github/workflows/hypatia-scan.yml
pseudoscript,pseudoscript,Faces and foundations,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
pseudoscript,pseudoscript,Faces and foundations,Release / packaging,?,No sufficient component assessment in this audit. This is not a claim of absence.,d3065f862160ae77f33cf589676c1d4d4914839b; ## main...origin/main [ahead 22],
Panoply,panoply,Faces and foundations,Syntax,D,Repurposed v1 lineage and new charter reviewed.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Semantics,D,Repurposed v1 lineage and new charter reviewed.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Type checker,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc
Panoply,panoply,Faces and foundations,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Lexer,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,.github/workflows/secret-scanner.yml
Panoply,panoply,Faces and foundations,Parser,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Interpreter / runner,!,Current charter leaves the new toolchain unimplemented; inherited repository history is not a working Panoply compiler.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Compiler / build,!,Current charter leaves the new toolchain unimplemented; inherited repository history is not a working Panoply compiler.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,src/interface/ffi/build.zig
Panoply,panoply,Faces and foundations,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,features/ssg/ssg-bootstrap.sh
Panoply,panoply,Faces and foundations,Code generators,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,src/backends/0.2-AI-MANIFEST.a2ml; src/backends/README.adoc
Panoply,panoply,Faces and foundations,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; abi.ipkg
Panoply,panoply,Faces and foundations,Standard library,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,.machine_readable/6a2/ECOSYSTEM.a2ml
Panoply,panoply,Faces and foundations,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc; src/interface/ffi/test/integration_test.zig
Panoply,panoply,Faces and foundations,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,tests/fuzz/README.adoc; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
Panoply,panoply,Faces and foundations,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc; verification/proofs/agda/Properties.agda
Panoply,panoply,Faces and foundations,Proof / runtime correspondence,!,Current charter leaves the new toolchain unimplemented; inherited repository history is not a working Panoply compiler.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,
Panoply,panoply,Faces and foundations,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,.github/workflows/boj-build.yml; .github/workflows/codeql.yml; .github/workflows/dependabot-automerge.yml
Panoply,panoply,Faces and foundations,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,benches/template_bench.sh; verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
Panoply,panoply,Faces and foundations,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,795fc70bd60aee1fe59cbf9c5c76ffd53525ded6; ## chore/bump-standards-pins,.github/workflows/release.yml; build/guix.scm
nextgen-typing,nextgen-typing,Faces and foundations,Syntax,D,Typing research programme/coordinator; assess the linked kernels separately.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Semantics,D,Typing research programme/coordinator; assess the linked kernels separately.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Type checker,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,verification/proofs/agda/EchoTyping.agda; verification/proofs/agda/nextgen-typing.agda-lib
nextgen-typing,nextgen-typing,Faces and foundations,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc
nextgen-typing,nextgen-typing,Faces and foundations,AST,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Lexer,H,Coordinator role. Native execution components belong to the referenced languages/kernels.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,.github/workflows/secret-scanner.yml
nextgen-typing,nextgen-typing,Faces and foundations,Parser,H,Coordinator role. Native execution components belong to the referenced languages/kernels.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,REPL,H,Coordinator role. Native execution components belong to the referenced languages/kernels.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Interpreter / runner,H,Coordinator role. Native execution components belong to the referenced languages/kernels.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,.github/workflows/runtime-policy.yml
nextgen-typing,nextgen-typing,Faces and foundations,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Compiler / build,H,Coordinator role. Native execution components belong to the referenced languages/kernels.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Meta-compiler,H,Coordinator role. Native execution components belong to the referenced languages/kernels.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,features/ssg/ssg-bootstrap.sh
nextgen-typing,nextgen-typing,Faces and foundations,Code generators,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; verification/0.1-AI-MANIFEST.a2ml
nextgen-typing,nextgen-typing,Faces and foundations,Standard library,H,Coordinator role. Native execution components belong to the referenced languages/kernels.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,.machine_readable/6a2/ECOSYSTEM.a2ml
nextgen-typing,nextgen-typing,Faces and foundations,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,tests/aspect_tests.sh; tests/e2e.sh; tests/e2e/template_instantiation_test.sh
nextgen-typing,nextgen-typing,Faces and foundations,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,tests/fuzz/README.adoc; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
nextgen-typing,nextgen-typing,Faces and foundations,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc; verification/proofs/agda/EchoTyping.agda
nextgen-typing,nextgen-typing,Faces and foundations,Proof / runtime correspondence,?,No sufficient component assessment in this audit. This is not a claim of absence.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,
nextgen-typing,nextgen-typing,Faces and foundations,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,.github/workflows/boj-build.yml; .github/workflows/codeql.yml; .github/workflows/coordination-boundary.yml
nextgen-typing,nextgen-typing,Faces and foundations,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,benches/template_bench.sh; verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
nextgen-typing,nextgen-typing,Faces and foundations,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,29c48a592653ae17748196d68ab95740aca66831;  D .github/.nojekyll,.github/workflows/release.yml
